aid	bvid	created	title	length	description	play	comment	review	coin	danmaku	favorite	like	reply	share
95694872	BV1DE411V7Au	1584005043	亚洲特快：长征2号搭载神秘航天器，中国版“航天飞机”要发射？	15:36	航天飞机一直以来都是美国的独家专利，但有消息透露，中国近期将会有神秘航天器发射升空，难道说中国版的“航天飞机”要发射了吗，本期亚洲特快为你一探究竟。	260890	824	1839	2050	1839	1224	17460	824	238
92093862	BV1f7411P7HT	1582786459	亚洲特快：美国“超级大炮”能击败中国东风导弹吗？	08:53	美国近期展示了号称射程高达1600公里的超级大炮，据说能用来击败中国的东风导弹，这到底是什么天顶星技术？本期咱们就往这个方向发出一列快车，说说关于它的是是非非吧。	291181	1165	1831	1124	1831	1071	15569	1165	214
99430495	BV1q7411C7MP	1585192512	亚洲特快：美军医院船加入抗疫，中美“海上方舱”谁更牛？	16:45	新冠疫情在美国持续蔓延，美海军“安慰”号、“仁慈”号两艘医院船受命协助抗疫，但中国医院船的数量远远超过美国，“和平方舟”号早已声名远扬。面对新冠疫情，“海上方舱”能发挥多大作用，本期亚洲特快，为你深度分析医院船到底是用来干嘛的？	368913	1895	6220	3293	6220	2024	25862	1895	647
795330227	BV1jC4y1x7ud	1587537585	亚洲特快：为啥美国人一隔离就炸毛，玩玩游戏就懂了	17:18	最近，美国一会说新冠是中国病毒，甚至“红色病毒”，而同时他们又到处要“自由”，不要隔离。这种让人看不懂的潮流到底怎么在“红脖子”中形成普遍共识？咱们以游戏为切入口，来聊聊这个话题。	923535	4195	13424	20334	13445	9260	85820	4201	2017
10017276	BV1Gx411U7mi	1492855770	观军视频第1期：流言“三百战斧灭中国”的真相	13:16	经过一周的制（拖）作（稿），观察者网军事视频第1期正式节目终于和大家见面了。本期我们的话题是流传已久的网络流言：“三百战斧”。这里的“三百战斧”指的是一些人在网络上提出的关于在台海爆发冲突的情况下，美军使用使用战斧巡航导弹就能对解放军登陆台湾造成重大影响的说法。 本期我们请来了著名军事小说《国家意志》的作者野狼獾，和观察者网军事评论员席亚洲一起探讨了这个问题。	54111	464	746	370	746	433	416	464	109
73340585	BV1HE41117Ls	1571990097	编辑部的日常：观网节目制作大揭秘！	06:48	近期观察者网将会陆续上线一批新节目，除了已经在播的《骁话一下》、《快来康康》、《懂点啥》。席亚洲以及施佬的新节目也在紧张筹备中，未来将会形成一个完整的节目矩阵，为大家提供不同类型的视听体验。	124783	323	821	1241	831	626	9728	324	146
9793638	BV12x411S7bc	1491997528	观军视频第0期：那些年，那些歼八	18:09	观察者网军事视频第一期节目终于制作完毕，从3月30日在北京航空博物馆拍摄原始素材（席亚洲与扬基的激情对话）到制作完成，历时半个月。后续节目我们将尽！量！保证每周一期的更新。 本期节目的内容主要讲述了我国J-8战机的一些历史，具体内容就看片儿吧。	52151	347	687	482	687	845	400	347	119
84655215	BV1w7411v74r	1579744674	将军的暴论：2019军事回顾 说说美国的那些糟心事	09:34	2019年美国在军事领域面临的挫折可以总结为“空”，国防部长一换再换，许多原以为可以落实的事情未能落实，许多原以为可以解决的问题没有解决，许多原以为可以改变的东西没有改变。本期节目席亚洲带你一起回顾2019年的美国军事新闻。	197296	408	1640	1208	1640	1086	11218	408	156
97660889	BV1PE411N7ej	1584624089	亚洲特快：中美疫苗竞赛，谁能赢？	14:26	疫苗是终结新冠肺炎最有力的科技武器，3月16日，由中国工程院院士陈薇团队研制的重组新冠疫苗，获批正式进入临床试验，而在15日，美国抢先宣布，他们使用mRNA技术研发的新冠疫苗对45名志愿者进行了注射。安全有效的疫苗什么时候能够让大众接种，中美疫苗竞赛到底谁更厉害，本期亚洲特快为你深度分析。	643240	3289	7586	6488	7586	3413	42623	3289	1889
69783149	BV1TE411Q78Z	1570155052	编辑部的日常：整齐的队列 压轴的东风41，这是我们共同的国庆回忆	06:47	10月1日，观网的众多小伙伴一起相聚在编辑部，观看了庆祝中华人民共和国成立70周年大会阅兵式以及群众游行。军工组的施佬和席亚洲在直播期间义务充当科普讲解员，向大家介绍受检阅的装备有哪些领先之处。	147506	6	1	1713	1	510	10174	6	214
87278238	BV1V7411a7K2	1581052763	亚洲特快：如果我们遭遇生物武器进攻该怎么办	15:04	席亚洲在观网发表的文章《新冠病毒是生物武器吗？》引起了不少读者的讨论兴趣，那么关于这个问题，让我们再多说一些，假如我们遭遇生物武器进攻，该怎么办呢？	269350	2510	2118	2496	2118	2683	17861	2510	1181
667627995	BV11a4y1t7c5	1586493004	亚洲特快：比美剧还美剧 “罗斯福公主号”第一季来袭	14:39	罗斯福号航母新冠疫情事件终于演变成美国政治大剧，本期节目咱们就来捋一捋“罗斯福公主号” 这场宫斗悬疑年度大剧的剧情吧	516741	2198	9238	6758	9238	3592	44781	2200	1198
88897124	BV1o7411u7st	1581672099	亚洲特快：展望20年代，我们的战略空军（上）	09:40	转眼间我们已经进入了21世纪20年代，那么在这十年里，人民解放军会在各方面取得如何的进步？我们来管窥一二。	196490	567	1271	1121	1271	1261	10849	567	133
837781149	BV1dg4y187iZ	1586860422	亚洲特快：不见航母不落泪 台当局：“呼 吁 和 平”	12:35	上周一艘标注为“LIAONING HAO 16”的大陆渔船被台媒误认为航母，引起台当局恐慌。正当台防务部门忙着解释的时候，海军辽宁舰及其编队通过宫古海峡，驶入台湾东南方向，随后开始进行海上演训。面对解放军的航母编队，美军只能干瞪眼，毫无反应能力，台当局也表示“呼吁和平”。	1025209	3135	13011	8067	13018	4616	63366	3135	2285
93905432	BV1EE411W7JR	1583402049	亚洲特快：马斯克说美国空军以后不需要飞行员？靠谱吗？	10:53	最近美国空军2020年会上，埃隆·马斯克说未来的空战是自主无人机的天下，不再需要飞行员。这事儿靠谱吗？美军这个会上还有什么奇怪的新脑洞？咱们就来说说吧。	175149	926	1419	815	1419	699	11127	926	124
87281236	BV1G7411a7VN	1581055313	科技战：火神山的中国速度与背后的科技力量	08:51	4000多位工人连续10个昼夜，只用10天，建成武汉火神山医院。疫情当前，在中国又创造了一个奇迹背后，火神山医院是如何建成的？又有哪些技术支撑？本期《科技战》为你解码。	133088	1301	679	1414	679	998	10881	1301	367
97565667	BV1vE411P7Xv	1584603386	科技战：“公主”接连蒙难，中国第一艘豪华邮轮生不逢时？！	12:16	中国虽然造的了航母，但却造不了豪华邮轮。大邮轮是一个非常复杂的巨型系统工程，零部件就有2500万个，是大飞机的10倍，要把这么多零件组装成一座海上城市，移动的豪华乐园，难度可想而知......	266058	1354	2690	1698	2690	1153	18169	1354	192
52724878	BV18441177Mk	1558080160	无视美国施压，马克龙公开反对华为禁令	01:04	“我们的观点不是要封锁华为或任何一家公司”，面对美国政府施压，法国总统马克龙16日公开反对禁止华为5G设备。当天，在巴黎的科技峰会“VivaTech”上，他表示，“现在对任何国家发起一场科技战或贸易战，都是不恰当的”。	2398545	5991	2397	4908	2398	8006	37301	5991	2256
83937605	BV1e7411i7kr	1579404641	【科技战】代工华为14nm芯片，中芯国际为何能提前完成国家的重任？	05:39	中芯国际提前一年啃下14nm这块硬骨头，接下来就要直接威胁到几家老牌代工厂的营收了。去年，在美国极限打压中国科技企业的背景下，中芯国际宣布从纽交所申请退市，向内而生的结果是，国家赋予的历史重任，中芯国际提前完成了。	218317	1786	713	1365	713	1125	12998	1786	399
92365127	BV1mE411n7Mn	1583028035	科技战：C919“十大”核心系统研制中国占多少？看了这期你就知道了	14:35	最近特朗普表态“希望中国购买美国的喷气式发动机”，让C919的发动机风波暂时尘埃落定。但在美国这一记“警钟”或“烟雾弹”背后，C919的自研发动机进展如何？以及其它核心系统研制中国有多大话语权？本期《科技战》为你解码。	262389	1576	1407	2178	1407	1886	15399	1576	513
94175630	BV1gE411p7bN	1583501067	【科技战】体育强国如何用高科技规避兴奋剂检测	07:21	【科技战 第6期】兴奋剂与反兴奋剂这场科技战中，首先得保证整体的公平竞争，让所有运动员心服口服。	172102	2168	876	880	876	845	13052	2168	439
84698684	BV1x7411a7wT	1579845641	科技战：“太过先进不便展示” 电科14所底气何来	04:47	作为中国雷达工业的发源地，中国电科14所可以提供海、陆、空、天全领域的预警探测设备，被称为“三军之眼，国之重器”。2018年，美国商务部以国家安全和外交利益为借口，将44家中国企业，包括中国电科14所列入出口管制清单，实施技术封锁。但是制裁也并未如美国所愿，相反中国电科14所可能越做越大。	258383	1263	774	1017	774	1193	13261	1263	238
96044556	BV1dE411G7af	1584108036	科技战：新冠病毒源于美国？历史上的生物战和“阴谋论”中的疑问	07:55	新冠病毒是不是源于美国呢？这已经不仅仅是一个科学判断的问题，而是一个政治、外交问题。并不能只站在“理中客”的角度去理解。	316363	2012	2210	2223	2210	2061	23013	2012	1572
96523443	BV1N7411f7ZG	1584270778	科技战：英国的“群体免疫”，是精致而合法化的自私	09:39	中国抗疫的宝贵经验是：早发现、早报告、早隔离、早治疗。那么英国的意思是：自己解决，政府不管。	1038472	8419	25898	27046	25898	9444	77934	8419	8972
90948572	BV1z7411c7m3	1582423253	科技战：美国开辟软件战场，中国企业不能再“犹豫”了	12:26	过去多年，我们的电脑、移动端操作系统和生态基本由美国的微软、谷歌和英特尔等公司掌控。面对这一常态，中国的科技公司一直努力尝试“攻山头”，但收效甚微。他们将如何转变竞争策略，争夺这一行业的话语权呢？本期《科技战》为你解读科技企业逐步走向联盟的“尖端”竞争。	216016	1611	2103	1554	2103	1551	14751	1611	372
34088834	BV11t411d7Sk	1539849174	这满屏的“椰子鞋”~原来是“侃爷”给非洲孩子们送礼了	01:03	“侃爷”夫妇近日开启了乌干达之旅，先是会见乌干达总统穆塞韦尼，并送了对方一双“椰子鞋”。随后，在探望马苏里塔的孩子们时，也带去了几大包“椰子鞋”，现场收到礼物的孩子们都高兴得跳了起来！不过，部分小朋友的鞋看起来不怎么合脚呀……	100390	818	184	109	184	243	1231	818	335
81660195	BV1fJ411b7Qj	1577882972	【睡前消息60】年终盘点（中）：中国有些企业需要“社会主义改造”？	17:16	睡前消息第60期：年终盘点（中）	734597	4666	0	18231	0	7092	35946	4666	4217
74450100	BV1iE411q7U8	1572788957	【睡前消息37】禁全韩之狗肉，结西方之欢心，韩国政府能成功吗？	16:07	睡前消息37  146家企业投标保证金被没收；  新西兰抵制中国瓶装水公司；  韩国汉城不再有狗肉供应。	1058094	5336	10936	8385	10937	4774	30613	5337	2382
840005451	BV1r54y1R7kh	1585668227	【睡前消息96】如何用一天时间体验完上海150年历史	25:47	睡前消息96 督工带你看一看上海	694578	4561	21007	27872	21008	11359	51027	4561	4467
497830432	BV1CK411V7j3	1586868435	【睡前消息102】内蒙古地界上，还有块黑龙江的“飞地”？	16:31	睡前消息20200414 加格达奇的历史归属问题； 往期观众评论互动。	868547	8954	11778	17914	11787	5815	51636	8954	2116
412634097	BV1TV411o7yM	1586527569	【睡前消息100】蒙古改回成吉思汗时期文字，重新靠拢中国？	19:22	睡前消息0410 农业部公开征求意见：拟禁食狗肉； 郝柏村去世； 蒙古国改回成吉思汗时期文字。	1247559	22260	39250	50353	39266	13661	99475	22260	7617
22296462	BV1AW41157cL	1524143669	【观天下讲坛第19期】 马前卒 中美贸易战：为什么是大豆	116:11	为什么中美的这波过招会从大豆开始？在过招之后，我们又将如何与美国豆农做生意？  为了解决这些问题，本期观天下讲坛特邀大家的老朋友、知乎大v马督工为大家一一道来。  督工表示认真查阅了好几天资料呢！他打算从中国人的粮油消费习惯说起，给大家讲讲大豆消费的历史与当下中美的“豆争”~	427247	4193	15259	6906	15261	9420	10081	4193	2203
99030099	BV1d741127GY	1585064728	【睡前消息93】中国驰援全球抗疫，当然少不了经济强省台湾	15:07	睡前消息0324 张伟丽卫冕UFC冠军； 台湾省出口口罩； 智利发生特大抢劫案。	1213863	3623	12568	12312	12569	4806	55233	3623	1642
83416861	BV1cJ411J7oP	1579006457	【睡前消息66】江西拔除一恶势力团伙，平均年龄79岁……	16:17	睡前消息66  江西拔除平均年龄79岁恶势力团伙；  基因兴奋剂；  新闻后续。	712188	2224	7249	6997	7250	3356	28428	2224	2370
37075956	BV1Lt411X7g6	1543566568	中学生的1978 马前卒和你聊聊当代史	17:00	你对改革开放的印象是什么，在马前卒看来，一本《平凡的世界》给了他很大的触动，本次观天下讲坛暖场，他特意配合主题带来了他对改革开放的回忆，与大家一起聊聊当代史。	75826	494	624	545	624	1165	1788	494	200
88041954	BV1A7411t7Jo	1581340099	【睡前消息75】我们对待湖北人民的方式，出了什么问题？	09:01	睡前消息0210 我们应该如何对待湖北人民？	755028	7753	13977	16864	13977	5752	41655	7753	7605
69636224	BV1LE41197VV	1569934884	【睡前消息24】70年前在北京成立的这个国家，她叫中华人民共和国	18:23	睡前消息：中华人民共和国成立70周年特别节目	525981	2039	8268	29395	8268	12565	35960	2039	4943
64594183	BV1u4411d7bS	1566301280	【睡前消息12】在印度，你甚至可以找到全人工版“人工智能”	15:39	本期睡前消息新闻： 沈阳立交桥积水事故； 孟加拉火灾； 五菱宏光销量暴跌； 替消防队开锁收300惹争议； 印度全人工版“人工智能”公司。	529382	1840	7667	9820	7667	3506	21048	1840	1396
59457137	BV1mt411G73q	1563295815	【睡前消息】中国人在俄罗斯被抢劫，犯人是……俄国特种部队？【19-07-16】	12:15	今日睡前消息：  黑龙江伊春市撤除县级编制；  标普评级进入中国；  俄罗斯特种部队抢劫；  “新郎新娘救人”照片。	929824	3896	4499	5497	4499	4956	20080	3896	1963
79427118	BV1eJ411k7vN	1576427177	【答案05】马前卒演讲完整版：社会斗争讲科学，中等收入无陷阱	41:34	观视频2019答案年终秀  马前卒完整全场演讲：社会斗争讲科学，中等收入无陷阱	881245	5903	22684	40116	22684	26873	44843	5904	14429
75256571	BV1hE411Y7Uv	1573393061	【睡前消息40】巴西犯罪集团最怕谁？答：另一个犯罪集团	14:52	睡前消息1110：  一款争议药品；  四川乡镇合并；  巴西马瑙斯市犯罪问题。	1144270	2071	6764	21447	6765	6122	37557	2071	1687
97117603	BV117411d79F	1584452722	【睡前消息90】日本不愿取消东京奥运会，因为亏的钱实在太多了	17:57	睡前消息0317 日本为什么不愿取消东京奥运会。	1186703	4419	5375	10669	5375	5039	52385	4419	3341
37320502	BV16t411D7Fx	1543820428	马前卒《末条新闻》第2期：吃狗肉这件事，韩国快撑不住了	18:33	今天要评点的新闻，基本上来自马前卒公众号上开的一个栏目：《睡前消息》，以后每周马前卒会都会挑出一些容易被忽略的新闻，挖掘一下新闻背后的深层背景，和大家分享个人理解。欢迎大家关注马前卒微博、微信。	252972	2422	5481	2346	5481	1867	6459	2422	691
18140362	BV1YW411i73y	1515504467	【观天下讲坛预告】2017最后一期，我们邀来了知乎大V马前卒！	03:47	1月13日14:00，春节前最后一期观天下等你来哟！想来现场玩得这里报名：http://www.huodongxing.com/event/5421833695800  任冲昊，常用ID马前卒，笔名马平，网络名号马督工（公），知乎大V、被称为 “工业党”代表。在穿越题材网络小说《临高启明》担任主角。现实中著有《大目标——我们与这个世界的政治协商》。	26789	359	279	172	279	198	525	359	60
67863691	BV1ZJ411A7z1	1568553058	【睡前消息19.5】中国工程师动作太快，语文地理老师追不上了	15:29	睡前消息19.5  今天来学学天文地理：  青台遗址星图；  东庄水利枢纽；  阿尔塔什水利枢纽；  大藤峡水利枢纽。	589635	3054	6580	28734	6580	11291	36931	3054	4947
76624298	BV1LJ411d73o	1574427776	【睡前消息45】相比新加坡，香港如何亲手葬送了优势？	17:18	睡前消息1122  曾经远远领先新加坡的香港如何走到今天的局面？	1066503	3567	8917	13172	8918	7672	35055	3567	5944
79958008	BV1qJ411x7St	1576846552	【睡前消息55】“春蕾计划”风波背后，中国慈善究竟应该怎么做？	16:58	睡前消息1220  台湾网军逼死驻日官员；  “春蕾计划”与其背后的中国慈善行业。	495533	4502	11253	11729	11253	4958	26649	4502	4294
77124551	BV1jJ411X7xg	1574773301	【睡前消息47】美国打死IS头目，却一点没耽误IS扩张？	16:29	睡前消息1126  IS在中国邻国流窜；  煤矿事故问题；  新闻回顾。	700765	16	4	11080	4	3918	31652	16	1310
795393398	BV1AC4y1W7zV	1588082823	【睡前消息108】战斗民族：隔离？那不就等于放假了吗，度假去！	19:46	睡前消息20200428 俄罗斯疫情恶化； 部分中国公民滞留中俄边境； 医疗是否需要市场化。	735820	9004	19471	15817	19807	5945	49325	9032	2140
73068496	BV1tE41127VB	1571749886	【睡前消息32】王选，一位连中国键盘侠都没法黑的院士！	20:49	睡前消息1022:  四川省政府搬家；  桂林米粉店涨价；  王选院士。	526040	2953	9947	10348	9947	4018	23238	2953	1808
82849597	BV1BJ411H7a9	1578664830	【睡前消息64】印度任命史上首个总参谋长？都在莫迪掌握中！	13:33	睡前消息0110  高职教育教师要求修改；  印度任命首位总参谋长；  澳大利亚大火。	684921	4180	9283	9136	9283	4038	28278	4180	4193
80516444	BV1MJ411W7sU	1577194409	【睡前消息57】安倍想去印度，纪念当年日军带领印军共抗大英…	14:26	睡前消息1224  印钞公司缺钱了；  安倍没去成印度东北，理由很魔幻；  四川进行古法炼铁实验。	744475	2890	8339	10154	8340	3754	30204	2890	1312
96571991	BV1h7411f72C	1584281776	【睡前消息89】曾经的国产之光方正，为何沦落到还不起债？	12:08	睡前消息20200315 方正如何沦落	801795	3684	749	6781	749	3966	37281	3684	1789
60454534	BV11t41177MN	1563890338	【睡前消息】英国终于要普及4G了？中国马上有5G换下来的设备……【19-07-23】	10:48	马前卒施工队本期【睡前消息】话题：  港珠澳大桥被质疑；  干部拒绝被提拔；  伦敦地铁2020年全面覆盖4G；  尤文图斯“球迷俱乐部”搜出法国导弹。	621767	2598	2862	8902	2862	4047	23296	2598	972
79655107	BV1PJ411r7Fs	1576593698	【睡前消息54】用上了清洁煤的河北，中毒事故却反而变多了？	18:59	睡前消息1217  河北“清洁煤”为何引发一氧化碳中毒？  美国移民局钓鱼执法。	601131	8311	15726	10827	15726	3914	28673	8311	2798
83161724	BV1sJ411n7hy	1578838943	【睡前消息65】伊朗的事说明未来战争靠无人机，中国：哪个牌子？	19:51	睡前消息0112  无人机在战争中的发展；  美国第二大教派分裂；  南京研究生自杀。	844389	4601	15134	15349	15135	7551	37188	4601	6129
71647419	BV19E411r78h	1571407397	【睡前消息30】沙特三个机械旅被胡塞武装打尿——字面意思	17:56	睡前消息1018：  中国西北气候；  率土之滨；  AI阅卷；  沙特三个机械旅被胡塞武装歼灭。	886856	2625	9376	11276	9376	4286	27862	2625	1496
74170916	BV1zE41187PW	1572613914	【睡前消息36】加州人民：世界上只有一种扑不灭的火，穷火	16:23	睡前消息1101  医院里的数据小偷；  加州大火为何不灭；  潍坊的计算机厂；  新闻回顾。	610607	3504	6968	8068	6968	3636	22835	3504	2062
78289618	BV19J411i742	1575641504	【睡前消息51】阿根廷男罪犯自称女性进了女子监狱，于是……	18:31	睡前消息1206	1080360	4260	15950	13464	15950	5671	36849	4260	3985
76020680	BV1jJ411S7Re	1573997192	【睡前消息43】特朗普请来的这位女牧师，身上“要素过多”了！	14:50	睡前消息1117  脑电波监控头环；  特朗普与福音派女牧师；  韩国在任最长的总理。	536966	1726	11110	6720	11110	3106	20584	1726	1524
882657105	BV1JK4y1r7yY	1586273477	【睡前消息99】市政府搬到通州，为什么要“拆分”北京？	16:11	睡前消息20200407 东阿阿胶上市24年来首次亏损； 通州和北三县协同发展规划出炉。	814147	3892	10679	16933	10679	6316	52590	3892	4286
95305004	BV1xE411K7Bc	1583859849	【睡前消息87】刘亦菲吻戏被删？督工：都是迪士尼的阴谋！	15:13	睡前消息0310 刘亦菲《花木兰》吻戏被删	721519	4342	565	4360	565	2724	31491	4342	1406
90638866	BV1R7411w7VA	1582281980	【睡前消息79】重奖医护人员，但“子女择校权”是最好的方式吗？	16:48	睡前消息0221 各省市复工积极性不同； 如何看待各地奖励医护人员“子女择校权”。	598669	11444	15447	9970	15447	4484	28969	11444	5432
69761269	BV1cE411Q7an	1570003045	【国庆特别合集（一）】【建国伟业】【范勇鹏·张旭东·马前卒·姚洋·陈平】	45:03	观视频工作室国庆特别合集第一期：建国伟业	182114	522	1816	3772	1816	5473	7871	522	809
61456938	BV1Wt411c7Z2	1564489495	【睡前消息】薛蛮子们的柬埔寨梦：一块地割两波韭菜	33:10	马前卒施工队·睡前消息07-30  本期话题：  北斗产业园区；  柬埔寨的中国炒房团；  国企高管获1000万元奖金；  隆胸假体致癌。	410854	955	3324	4235	3326	2564	11033	955	1289
58920650	BV1st411L7ne	1562939163	【睡前消息】卖大麻竟然都卖亏本，加拿大此刻啥心情？【19-07-12】	15:43	睡前消息：19/7/12	1225241	3122	11485	15930	11485	8927	31672	3122	4866
96053848	BV1ZE411G7zT	1584111784	【睡前消息88】快手网红给武汉捐款1亿，这是“中国小贩”的究极形态了	16:19	睡前消息0313 快手网红辛有志给武汉捐款1亿； 山西垣曲抽水蓄能电站复工。	963910	9477	17134	17175	17135	7254	57171	9477	8208
65623675	BV114411B77m	1566913092	【睡前消息14】巴西非但不想给亚马逊灭火，甚至有点想多烧一会	19:34	睡前消息190827	628187	9553	14534	15087	14534	5366	25619	9553	3365
60872499	BV12t411A7Jh	1564148667	【睡前消息】蔡英文走私万条香烟？误会了，分赃而已，常规操作【19-07-26】	15:03	马前卒施工队【睡前消息】07-26本期话题： 阳泉学习安庆模式； 蔡英文被指控走私万条香烟； 中国想当宇航员的孩子超过英美； 台湾洪门发表声明； 马督工采访《长安十二时辰》原作者马伯庸。	579742	1026	5862	5173	5862	3194	16691	1026	902
74663879	BV1aE411B7vq	1572964577	【睡前消息38】想让房价降下来，给土地拍卖限价可没用	15:17	睡前消息1105  厦门取消限价拍卖；  北京周围卫星图；  马斯克“星链”计划。	480198	3037	5544	13597	5544	4373	23953	3037	1573
84156987	BV1G7411v7Av	1579440587	【睡前消息68】对开车进故宫这事，我们要批评到点子上！	18:53	睡前消息0119  同盾公司被查事件；  中国在迪拜建光热电站工程；  吃二甲双胍可以减肥；  女子开车进故宫事件。	1196497	26154	20727	29286	20729	10501	62106	26154	7374
63557376	BV1B4411S7CA	1565701093	【睡前消息】修高铁第一步需要做什么？意大利政府：内斗	17:01	本期【睡前消息】话题： 丹参类药物增加心脏疾病死亡率？ 北大补录二学生； 意大利修建高铁内部受阻； 《上海堡垒》观后感。	922618	2690	14442	13191	14444	5846	28358	2690	3935
84603030	BV1q7411e7ft	1579700956	【答案5.5】马前卒问答：思考医疗问题，首先要把医生“当人看”	17:26	观视频2019答案年终秀 马前卒现场观众问答部分	307468	1840	2790	4237	2790	4106	14674	1840	1936
79116575	BV1SJ411C75s	1576256547	【睡前消息53】李子柒的支持者和反对者，都搞错了什么？	17:11	睡前消息1213  李子柒的支持者和反对者都搞错了一些事；  印度洋葱风波。	769363	6912	13168	17195	13168	6168	37285	6912	4294
66045090	BV1V4411B7r2	1567169372	【睡前消息15】四川主动送来高压电，江西为啥不想要？	16:06	睡前消息190830 今日话题： 高考直播班； 脑波打字； 四川特高压电线输送江西； 女王同意给议会强制放假。	602816	4879	7888	8943	7888	3515	21399	4879	1547
92987484	BV1iE411E7xc	1583078716	【睡前消息83】关于《外国人永久居留管理条例》，我们最该担心什么？	17:13	睡前消息20200301 关注《外国人永久居住管理条例》	4164276	6641	112449	235596	112449	92823	340884	6641	167263
86747145	BV1j7411W7M4	1580822425	【睡前消息73】别忘了，还有一种更可怕的病：穷病	14:41	睡前消息73 继续跟踪武汉疫情相关新闻	915434	8987	11011	31257	11011	10704	52877	8987	21069
83860075	BV11J411E7og	1579266357	【睡前消息67】河南有个村，被三大运营商集体“拉黑”了……	16:43	睡前消息0117 被三大运营商集体拉黑的河南村庄； 去年社保基金收益率15.5%； 贵州近30万贫困人群完成搬迁。	681570	2456	10224	8152	10224	3738	29780	2456	2147
64007101	BV184411Z7HS	1565963093	【睡前消息】为啥美国华人不想要华裔总统？	19:17	马前卒施工队【睡前消息】190816	1036851	3574	17896	12854	17896	6164	32386	3575	2059
86344512	BV1R7411W7b6	1580648318	【睡前消息72】为什么总是红十字会？	12:22	睡前消息0202 继续追踪武汉疫情相关情况	1432368	10415	20120	32907	20121	11980	76263	10415	16574
34987331	BV1Qb411A7QP	1540963863	马前卒【末条新闻 第一期】 从养猪养鱼聊到外太空	16:10	马前卒在观天下讲坛开场前的暖场环节，每期为大家分析几条有趣的末条新闻。	59267	522	871	612	872	652	2070	522	170
75470085	BV12E411e7Yw	1573566456	【睡前消息41】说川军“内战外行外战内行”，是夸奖四川人？	21:46	睡前消息1112：  河南一农商行陷挤兑危机；  “川军”战斗力问题；  星链计划第二次发射成功。	587095	5054	8999	15362	8999	5508	28241	5054	3140
70583750	BV1KE411f757	1570540454	【睡前消息26】有人想回老家种地？泼点冷水冷静一下	19:51	睡前消息1008  多名院士去世会有影响吗？  在中国当农民会有哪些困难；  国庆期间的小国旗怎么处理？  世界最长重载铁路开通；  韩国要建核电站。	513833	2371	9082	12602	9082	4524	24925	2371	2750
85978030	BV1Z7411B7ze	1580479431	【睡前消息71】为什么说为了防疫反应过度，也会“杀死”国人？	20:49	睡前消息0131 抗击病毒不能反应过度； 中国家用电器发展； 耐克新跑鞋强化长跑运动员。	992943	5535	15065	27215	15065	9318	51358	5537	14432
91175916	BV177411F7AH	1582463833	【睡前消息80】为什么我们应该宣传“为国效力，拿钱光荣”？	18:46	睡前消息0223 加拿大巨头庞巴迪离开航空业； 小米美团申请低息贷款； 集中回应观众评论。	775258	10768	17376	45479	17376	13039	60433	10769	5206
80770328	BV1JJ411Y7yk	1577368065	【答案茶话会04】马前卒施工队：睡前消息有哪些幕后故事？	79:09	观视频2019答案年终秀E场茶话会  嘉宾：马前卒施工队	294285	922	6355	2753	6355	2439	11021	922	333
71874993	BV1hE41167S4	1571577008	【睡前消息31】有钱能使佛搬家，五台山建到了加拿大	12:35	睡前消息1020  非全日制研究生；  吉林村民坐气球打松子；  加拿大五台山。	629420	1917	6451	18226	6451	4780	33214	1917	1885
61922176	BV1Mt411u7rJ	1564754263	【睡前消息】喝完这杯珍珠奶茶，大陆人民还记得起台湾什么？	16:11	本期马前卒施工队带来的【睡前消息】： 高铁禁吃泡面； 台湾人担忧奶茶优势都没了； 中国在安哥拉修铁路； 山东矿山涂蓝绿色涂料。	1044949	2678	12393	10326	12394	4941	26210	2678	1280
84418713	BV1D7411Y7dE	1579611372	【睡前消息69】真正奇怪的是，竟然还有500多万台湾人选国民党？	22:33	睡前消息0121  中央介入恒丰银行重组；  魔兽世界15周年；  国民党为何还有那么多支持者。	1081394	6221	16726	15746	16730	6144	41921	6221	3960
70288706	BV1jJ411F7t3	1570340624	【国庆特别合集（五）】【伟大复兴】【袁岚峰·马前卒·马丁雅克·朱云汉·文扬】	52:47	观视频工作室国庆特别合集第五期：伟大复兴	117814	272	1240	1561	1240	2645	4648	272	390
65215817	BV134411k77q	1566735342	【睡前消息13.5】解放军打赢淮海战役，是如何在后勤上开挂的？	12:06	睡前消息：加餐	533513	3294	6266	13195	6266	4338	24612	3293	853
88502791	BV1E7411V7ad	1581512088	【睡前消息76】为什么奖励主动承认病情的人，会对防疫有好处？	17:39	睡前消息0212 继续跟踪防疫相关动态	613534	6003	11157	22965	11157	6931	41311	6003	7646
100412675	BV1q7411U7JE	1585491947	【睡前消息95】“老佛爷，我们又被收购了，这次是中国乡镇企业……”	08:01	睡前消息0329 中国敬业集团收购英国钢铁集团。	1483244	4591	11138	13118	11139	6407	79400	4591	2421
88991250	BV1x7411g7sR	1581685436	【睡前消息77】为什么会出现“散装江苏”？还是太有钱了	14:33	睡前消息77 为何会出现“散装江苏”的现象； 线上文化产品崛起。	1273704	17191	3143	43558	3145	16376	71585	17191	16764
